title,author,series,publisher,year_published,genre,votes,awards,average_rating,rating_count,review_count,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
The Negotiator,['Dee Henderson'],(O'Malley #1),Tyndale House Publishers,2000,"['Christian Fiction', 'Christian', 'Fiction', 'Romance', 'Mystery', 'Suspense']","[449, 277, 207, 175, 166, 122]","['RITA Award by Romance Writers of America Nominee for Inspirational Romance (2001)', ' HOLT Medallion by Virginia Romance Writers Nominee for Best Long Inspirational (2001)']",4.34,25131,922,13607,7428,3246,615,235
De Profundis,"['Oscar Wilde', ' George Arthur Lareau', ' Luca Scarlini']",Standalone,Fontamara,1905,"['Classics', 'Nonfiction', 'Biography', 'LGBT', 'Autobiography-Memoir', 'Literature', 'Philosophy', 'Writing-Essays', 'GLBT-Queer', 'European Literature-Irish Literature']","[334, 301, 81, 66, 48, 45, 40, 34, 28, 23]",['No awards'],4.19,10824,940,4928,3627,1761,409,99
Selena Gomez (All Access),['Riley Brooks'],Standalone,Scholastic Incorporated,2009,['Nonfiction'],[1],['No awards'],4.56,148,13,111,19,11,4,3
Stephanie Alexander's Kitchen Garden Companion,['Stephanie Alexander'],Standalone,Penguin Australia,2009,"['Food and Drink-Cookbooks', 'Gardening', 'Food and Drink-Food', 'Nonfiction', 'Food and Drink-Cooking', 'Reference']","[25, 9, 8, 6, 4, 3]","['Australian Book Industry Award (ABIA) for Illustrated Book (2010)', ' IACP Cookbook Awards for Best General Cookbook (2010)']",4.43,185,12,104,62,15,2,2
Percy Jackson's Greek Heroes,"['Rick Riordan', ' John Rocco']",(Percy Jackson and the Olympians #companion book),Disney - Hyperion Books,2015,"['Fantasy', 'Fantasy-Mythology', 'Young Adult']","[660, 535, 252]",['No awards'],4.49,25468,1617,15646,7133,2280,298,111
Black Duck,['Janet Taylor Lisle'],Standalone,Philomel,2006,"['Historical-Historical Fiction', 'Young Adult', 'Historical', 'Mystery', 'Fiction', 'Adventure']","[114, 64, 36, 31, 22, 20]","['Rhode Island Teen Book Award Nominee (2008)', "" Dorothy Canfield Fisher Children's Book Award Nominee (2008)"", ' Missouri Truman Readers Award Nominee (2009)', "" Rebecca Caudill Young Readers' Book Award Nominee (2009)""]",3.72,2683,356,691,946,738,227,81
The Fire Chronicle,['John  Stephens'],(The Books of Beginning #2),Knopf Books for Young Readers,2012,"['Fantasy', 'Childrens-Middle Grade', 'Adventure', 'Young Adult', 'Fiction']","[419, 87, 78, 66, 50]",['No awards'],4.23,7804,691,3492,3006,1026,206,74
How Hard Can It Be?,['Robyn Peterman'],(Handcuffs and Happily Ever Afters #1),Kensington,2013,"['Romance', 'Womens Fiction-Chick Lit', 'Humor', 'Romance-Contemporary Romance', 'Contemporary']","[65, 39, 24, 24, 17]",['No awards'],3.98,1696,276,667,569,288,103,69
Bitter Chocolate,['Lesley Lokko'],Standalone,Orion,2008,"['Fiction', 'Romance', 'Contemporary', 'Womens', 'Western Africa-Ghana']","[22, 9, 7, 6, 4]",['No awards'],3.86,1223,106,354,474,284,88,23
The Dress Lodger,['Sheri Holman'],Standalone,Ballantine Books,1998,"['Historical-Historical Fiction', 'Fiction', 'Historical', 'European Literature-British Literature']","[450, 188, 77, 35]",['Library of Virginia Literary Award Nominee for Fiction (2001)'],3.57,7284,730,1464,2604,2149,757,310
Not Part of the Plan,['Lucy Score'],(Blue Moon #4),That's What She Said Publishing,2017,"['Romance', 'Romance-Contemporary Romance', 'Contemporary']","[28, 18, 13]",['No awards'],4.45,2594,188,1487,836,238,29,4
The Game,['Ken Dryden'],Standalone,John Wiley & Sons,1983,"['Sports-Sports', 'Nonfiction', 'Sports-Hockey', 'Biography', 'Autobiography-Memoir']","[261, 137, 124, 42, 27]",['No awards'],4.14,5420,302,2392,1827,872,214,115
Oğullar ve Rencide Ruhlar,['Alper Canıgüz'],(Alper Kamu #1),İletişim Yayınları,2004,"['Asian Literature-Turkish Literature', 'Cultural-Turkish', 'Fiction', 'Roman']","[83, 25, 24, 11]",['No awards'],4.16,6169,305,2573,2355,987,191,63
Str8te Boys,['Evangeline Anderson'],Standalone,Samhain Publishing,2009,"['Romance-M M Romance', 'Romance', 'Contemporary', 'Gay Romance-Gay For You']","[465, 139, 107, 106]",['No awards'],3.65,5279,386,1185,1818,1641,498,137
The Black Witch,['Laurie Forest'],(The Black Witch Chronicles  #1),Harlequin Teen,2017,"['Fantasy', 'Young Adult', 'Fantasy-Magic', 'Paranormal-Witches', 'Fantasy-Paranormal']","[1129, 478, 148, 136, 129]","['Evergreen Teen Book Award Nominee for High School (2020)', ' Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2017)']",4.05,16429,2498,7310,5332,2148,635,1004
Vampires Don't Sparkle!,"['Michael  West', ' J.F. Gonzalez', ' Gregory L. Hall', ' Lucy A. Snyder', ' Maurice Broaddus', ' Douglas F. Warrick', ' Jerry Gordon', ' Gary A. Braunbeck', ' Tim Waggoner', ' Elizabeth Massie', ' R.J. Sullivan', ' Gord Rollo', ' Kyle S. Johnson', ' Stephen Zimmer', ' Joel A. Sutherland', ' Bob Freeman']",Standalone,Seventh Star Press,2013,"['Horror', 'Paranormal-Vampires', 'Short Stories', 'Anthologies', 'Fiction', 'Fantasy', 'Fantasy-Paranormal']","[16, 14, 6, 6, 3, 2, 2]",['No awards'],4.01,80,14,33,24,17,3,3
"The English Bible, King James Version: The Old Testament and The New Testament and The Apocrypha","['Gerald Hammond', ' Austin Busch', ' Herbert Marks']",Standalone,W. W. Norton  Company,2013,"['Fantasy-Mythology', 'Nonfiction', 'History', 'Classics']","[1, 1, 1, 1]",['No awards'],4.6,5,0,3,2,0,0,0
Genesis Girl,['Jennifer Bardsley'],(Blank Slate #1),Month9Books,2016,"['Young Adult', 'Science Fiction', 'Science Fiction-Dystopia']","[33, 24, 18]",['No awards'],3.85,456,201,155,144,109,31,17
Pandora's Star,"['Peter F. Hamilton', ' Marta García Martínez']",(Commonwealth Saga #1),Del Rey,2004,"['Science Fiction', 'Fiction', 'Space-Space Opera']","[1683, 382, 366]",['No awards'],4.24,40637,2067,19052,14629,5144,1300,512
Gameboard of the Gods,['Richelle Mead'],(Age of X #1),Dutton Adult,2013,"['Fantasy', 'Science Fiction-Dystopia', 'Science Fiction', 'Fantasy-Paranormal', 'Fantasy-Mythology']","[527, 271, 224, 209, 199]",['Goodreads Choice Award Nominee for Paranormal Fantasy (2013)'],3.93,15711,2101,5310,5846,3175,929,451
Junie B. Jones and Some Sneaky Peeky Spying,"['Barbara Park', ' Denise Brunkus']",(Junie B. Jones #4),Random House Books for Young Readers,1994,"['Childrens', 'Fiction']","[124, 48]",['No awards'],4.03,9176,345,4103,2295,1999,552,227
Why Is This Night Different from All Other Nights?,"['Lemony Snicket', ' Seth']",(All the Wrong Questions #4),"Little, Brown and Company",2015,"['Mystery', 'Fiction', 'Childrens-Middle Grade', 'Young Adult', 'Childrens', 'Humor', 'Fantasy', 'Adventure', 'Thriller-Mystery Thriller', 'Audiobook']","[181, 77, 75, 69, 64, 18, 18, 15, 10, 9]",['No awards'],4.13,4549,497,1753,1805,861,110,20
Hymns of The Church of Jesus Christ of Latter-day Saints,"['The Church of Jesus Christ of Latter-day Saints', ' Parley P. Pratt', ' Emma   Smith']",Standalone,Unknown,1835,"['Religion', 'Christianity-Lds', 'Music', 'Religion-Church', 'Nonfiction', 'Inspirational', 'Spirituality', 'Reference', 'Lds-Mormonism', 'Poetry']","[74, 69, 47, 36, 33, 13, 11, 11, 8, 7]",['No awards'],4.66,6755,100,5373,823,332,91,136
Triptych,['Karin Slaughter'],(Will Trent #1),Delacorte Press,2006,"['Mystery', 'Thriller', 'Mystery-Crime', 'Fiction', 'Suspense', 'Thriller-Mystery Thriller', 'Drama', 'Audiobook', 'Adult', 'Adult Fiction']","[750, 692, 496, 444, 263, 197, 120, 88, 87, 69]",['No awards'],4.13,53932,2946,20668,22458,8636,1432,738
A Break with Charity: A Story about the Salem Witch Trials,['Ann Rinaldi'],Standalone,HMH Books for Young Readers,1992,"['Historical-Historical Fiction', 'Young Adult', 'Historical', 'Fiction', 'Paranormal-Witches']","[437, 227, 80, 78, 45]",['No awards'],3.8,5473,471,1398,2116,1501,358,100
Surviving the Fog,['Stan Morris'],(Surviving the Fog #1),Stan Morris,2009,"['Horror', 'Fiction', 'Young Adult', 'Science Fiction', 'Apocalyptic-Post Apocalyptic']","[21, 12, 11, 10, 8]",['No awards'],3.47,777,75,201,202,201,111,62
The Story of a New Name,"['Elena Ferrante', ' Ann Goldstein']",(L'amica geniale #2),Europa Editions,2012,"['Fiction', 'Cultural-Italy', 'Historical-Historical Fiction', 'European Literature-Italian Literature', 'Novels', 'Audiobook', 'Literary Fiction', 'Contemporary', 'Literature', 'Womens']","[1457, 447, 363, 250, 159, 146, 141, 123, 84, 77]","['BTBA Best Translated Book Award Nominee for Fiction Shortlist (2014)', ' International Dublin Literary Award Nominee for International IMPAC Dublin Literary Award (2015)']",4.39,101086,6957,52793,36839,9566,1461,427
"Tim Madison, Galactic Warrior",['Neil D. Ostroff'],Standalone,iUniverse,2003,['No genre'],[0],['No awards'],3.75,4,0,2,1,0,0,1
Papa's Wife,['Thyra Ferré Björn'],(The Franzons #1),Bantam,1955,"['Fiction', 'Historical-Historical Fiction', 'Christian', 'Classics']","[27, 14, 6, 6]",['No awards'],4.16,861,117,388,275,164,20,14
El Señor Presidente,"['Miguel Ángel Asturias', "" Alejandro Lanoël-d' Aussenac""]",Standalone,Cátedra,1946,"['Fiction', 'Classics', 'Cultural-Latin American', 'European Literature-Spanish Literature', 'Literature', 'Nobel Prize']","[128, 42, 40, 39, 30, 29]",['Prix du Meilleur Livre Étranger for Roman (1950)'],3.99,3407,261,1230,1241,687,176,73
Fables of the Reconstruction,['Jez Jones'],Standalone,Ra Jones Publishing,2012,"['Horror-Zombies', 'Short Stories', 'Horror', 'Fantasy-Paranormal', 'Science Fiction-Steampunk', 'Adult Fiction-Erotica', 'Adult']","[9, 7, 5, 4, 3, 3, 2]",['No awards'],4.17,135,37,79,23,17,9,7
Fantasy of Flight,['Kelly St. Clare'],(Tainted Accords #2),Kelly St. Clare,2015,"['Fantasy', 'Romance', 'Young Adult', 'New Adult', 'Romance-Fantasy Romance']","[251, 91, 59, 50, 30]",['No awards'],4.41,6057,326,3322,2016,606,87,26
Akiko and the Journey to Toog,['Mark Crilley'],(Akiko Books #7),Delacorte Books for Young Readers,2003,"['Science Fiction', 'Fiction', 'Sequential Art-Graphic Novels', 'Childrens', 'Young Adult']","[6, 5, 3, 2, 2]",['No awards'],4.1,138,13,59,41,32,5,1
Exploring English,['Augustine Martin'],Standalone,Gill Books,2011,"['Short Stories', 'Fiction', 'Unfinished']","[3, 2, 1]",['No awards'],4.57,28,4,19,6,3,0,0
Marie Antoinette: The Journey,['Antonia Fraser'],Standalone,Anchor Books,2001,"['History', 'Biography', 'Nonfiction', 'Cultural-France', 'Historical', 'Biography Memoir', 'European History-French Revolution', 'Literature-18th Century', 'History-European History', 'Womens']","[946, 773, 733, 178, 153, 72, 67, 46, 37, 26]",['Los Angeles Times Book Prize'],3.94,30815,1206,10421,11110,6945,1582,757
The Puppet Masters,['Robert A. Heinlein'],Standalone,Baen,1951,"['Science Fiction', 'Fiction']","[949, 221]",['No awards'],3.88,29231,668,8130,11388,7962,1462,289
The Poems of Gerard Manley Hopkins,['Gerard Manley Hopkins'],Standalone,"Oxford University Press, USA",1948,"['Poetry', 'Classics', 'Literature', 'Religion']","[244, 18, 9, 5]",['No awards'],4.3,1634,50,879,466,210,55,24
Fable,['Adrienne Young'],(Fable  #1),Wednesday Books,2020,"['Fantasy', 'Young Adult']","[147, 63]",['No awards'],4.51,322,240,204,86,26,5,1
Muhammad: His Life Based on the Earliest Sources,['Martin Lings'],Standalone,Inner Traditions,1983,"['Religion-Islam', 'Religion', 'History', 'Biography', 'Nonfiction']","[193, 169, 96, 96, 79]",['Siret Ödülü'],4.57,9770,430,6940,1821,738,161,110
The Hannibal Lecter Trilogy,['Thomas  Harris'],(Hannibal Lecter #1-3),William Heinemann Ltd.,2001,"['Horror', 'Fiction', 'Thriller', 'Mystery-Crime', 'Novels', 'Mystery', 'Mystery-Detective']","[22, 15, 13, 6, 3, 3, 2]",['No awards'],4.42,875,30,513,241,100,15,6
Grl2grl 2: Short Fictions,['Julie Anne Peters'],Standalone,Smashwords,2007,"['LGBT', 'Young Adult', 'Short Stories', 'Fiction', 'GLBT-Queer', 'GLBT-Lesbian']","[130, 96, 53, 43, 41, 35]",['No awards'],3.97,3556,127,1438,970,829,240,79
"Mio, My Son","['Astrid Lindgren', ' Ilon Wikland', ' Jill M. Morgan']",Standalone,Purple House Press,1954,"['Fantasy', 'Childrens', 'Classics', 'Fiction']","[254, 151, 111, 97]",['Deutscher Jugendliteraturpreis Nominee (1956)'],4.12,10005,329,4188,3470,1794,426,127
Andrew's Brain,['E.L. Doctorow'],Standalone,Random House,2014,"['Fiction', 'Literary Fiction', 'Contemporary', 'Literature', 'Audiobook', 'Adult Fiction', 'Psychology', 'Novels', 'Unfinished', 'Philosophy']","[184, 21, 16, 13, 11, 11, 11, 10, 6, 6]",['No awards'],3.21,4284,877,512,1199,1527,765,281
An Abundance of Katherines,['John Green'],Standalone,Dutton Books for Young Readers,2006,"['Young Adult', 'Contemporary', 'Fiction', 'Romance']","[6671, 2206, 2127, 1731]","['Michael L. Printz Award Nominee (2007)', ' Lincoln Award Nominee (2010)', ' Alabama Author Award for Young Adult (2007)']",3.58,433605,23805,103460,135098,124715,49870,20462
"Ex Machina, Vol. 1: The First Hundred Days","['Brian K. Vaughan', ' Tony Harris', ' Tom Feister', ' J.D. Mettler']",(Ex Machina #1),Wildstorm Signature,2005,"['Sequential Art-Graphic Novels', 'Sequential Art-Comics', 'Fiction', 'Science Fiction', 'Graphic Novels Comics']","[706, 702, 104, 93, 74]",['No awards'],3.9,11148,531,3132,4681,2589,579,167
A Chair for My Mother,['Vera B. Williams'],(The Rosa Books #1),Greenwillow Books,1982,"['Childrens-Picture Books', 'Childrens', 'Realistic Fiction', 'Family']","[553, 194, 133, 120]","['Caldecott Medal Nominee (1983)', ' The Other Award (1984)']",4.2,25008,993,12651,6927,3832,1022,576
Constantinople,['Edmondo de Amicis'],Standalone,Hesperus Press,1877,"['Travel', 'History', 'Nonfiction']","[16, 13, 11]",['No awards'],4.06,188,24,68,72,39,9,0
Twenties Girl,['Sophie Kinsella'],Standalone,The Dial Press,2009,"['Womens Fiction-Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Humor', 'Adult', 'Fantasy-Paranormal', 'Audiobook', 'Romance-Contemporary Romance', 'Paranormal-Ghosts']","[2421, 824, 711, 375, 203, 162, 130, 123, 118, 106]","['Goodreads Choice Award Nominee for Chick Lit (2009)', ' LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']",3.83,149279,6953,46501,50425,36989,10928,4436
The Happy Prince and Other Tales,['Oscar Wilde'],Standalone,Everyman's Library,1888,"['Classics', 'Short Stories', 'Fiction', 'Fantasy', 'Childrens']","[623, 389, 269, 157, 110]",['No awards'],4.14,14828,971,6090,5473,2677,476,112
Monster,['Tarun Jolly'],Standalone,Unknown,2019,['No genre'],[0],['No awards'],5.0,4,1,4,0,0,0,0
Wrath of the Furies,['Robert Southworth'],Standalone,Unknown,2014,['Historical-Historical Fiction'],[1],['No awards'],4.26,23,8,13,6,2,1,1
All Alone in the Universe,['Lynne Rae Perkins'],Standalone,Greenwillow Books,1999,"['Young Adult', 'Realistic Fiction', 'Childrens-Middle Grade', 'Fiction', 'Childrens']","[23, 16, 13, 11, 7]","[""Dorothy Canfield Fisher Children's Book Award Nominee (2001)""]",3.7,720,114,174,241,232,61,12
"Death Note: Black Edition, Vol. 6","['Tsugumi Ohba', ' Takeshi Obata']",(Death Note: Black Edition #6),TOKYOPOP GmbH,2003,"['Sequential Art-Graphic Novels', 'Sequential Art-Comics', 'Fantasy']","[56, 39, 33]",['No awards'],4.43,3094,235,1858,835,304,72,25
Falling From the Tree,['Ann Somerville'],(Darshian Tales #2),Ann Somerville (LuLu),2006,"['Fantasy', 'Romance-M M Romance', 'Romance', 'Fantasy-Paranormal']","[53, 25, 14, 10]",['No awards'],4.07,332,21,120,143,51,9,9
Sunwing,['Kenneth Oppel'],(Silverwing #2),"HarperCollins Publishers Canada, Limited",1999,"['Fantasy', 'Young Adult', 'Animals', 'Fiction', 'Childrens']","[235, 92, 85, 75, 47]","['CLA Book of the Year for Children Award (2000)', "" Ruth and Sylvia Schwartz Children's Book Award for Adult Middle Reader (2000)"", "" Manitoba Young Readers' Choice Award (2001)"", ' Rocky Mountain Book Award (2001)']",4.0,8470,166,2838,3273,1936,331,92
Rehat Bersama Geng Santri Kocak,"['Abdul Mutaqin', ' Kickers Arsyad']",Standalone,mnc-comics,2014,['No genre'],[0],['No awards'],3.33,3,0,1,0,1,1,0
Zona @ Last,['Dewie Sekar'],(Trilogi Zona #3),PT Gramedia Pustaka Utama,2006,"['Romance', 'Novels']","[11, 8]",['No awards'],3.42,382,45,61,113,145,52,11
The Art Spirit,"['Robert Henri', ' Forbes Watson', ' Margery A. Ryerson']",Standalone,Westview Press,1929,"['Art', 'Nonfiction', 'Philosophy', 'Art-Art History', 'Reference', 'Art-Art Design', 'Language-Writing', 'Writing-Essays', 'Education', 'Art-Drawing']","[342, 74, 26, 14, 13, 9, 7, 6, 5, 4]",['No awards'],3.88,19354,172,8012,4762,3898,1639,1043
A Reason To Kill,['Donna Cummins'],(A Blacklick Valley Mystery #2),Createspace Independent Publishing Platform,2014,"['Thriller', 'Thriller-Mystery Thriller', 'Romance-Contemporary Romance']","[3, 1, 1]",['No awards'],4.48,44,16,30,7,5,2,0
Curfewed Night,['Basharat Peer'],Standalone,Random House,2009,"['Nonfiction', 'Cultural-India', 'Politics', 'History', 'Autobiography-Memoir', 'Biography']","[83, 59, 25, 24, 21, 17]","['Guardian First Book Award Nominee for Longlist (2010)', ' Crossword Book Award for Nonfiction (2008)']",3.99,3207,426,983,1430,629,97,68
Sprig Muslin,['Georgette Heyer'],Standalone,Arrow,1956,"['Romance', 'Historical-Historical Fiction', 'Historical-Regency', 'Romance-Historical Romance', 'Historical', 'Fiction', 'Historical Romance-Regency Romance']","[392, 230, 187, 161, 146, 122, 52]",['No awards'],3.83,6693,570,1729,2553,1990,357,64
Twister on Tuesday,"['Mary Pope Osborne', ' Salvatore Murdocca']",(Magic Tree House #23),Random House Books for Young Readers,2001,"['Fantasy', 'Childrens', 'Fiction', 'Historical-Historical Fiction']","[116, 95, 74, 63]",['No awards'],3.91,8962,301,3285,2585,2317,584,191
The Further Adventures of Sherlock Holmes: The Whitechapel Horrors,['Edward B. Hanna'],(The Further Adventures of Sherlock Holmes),Titan Books,1992,"['Mystery', 'Fiction', 'Historical-Historical Fiction']","[23, 18, 13]",['No awards'],3.92,1311,88,506,365,308,92,40
Middle Passage,['Charles R. Johnson'],Standalone,Scribner,1990,"['Fiction', 'Historical-Historical Fiction', 'Cultural-African American', 'Novels', 'Literature']","[178, 124, 45, 22, 21]","['National Book Award for Fiction (1990)', ' National Book Critics Circle Award Nominee for Fiction (1990)']",3.84,4177,340,1169,1626,1013,283,86
Mahabharata,['C. Rajagopalachari'],Standalone,Bharatiya Vidya Bhavan,1950,"['Classics', 'Fantasy-Mythology', 'Religion', 'Cultural-India', 'Fiction', 'Poetry', 'Philosophy', 'Epic', 'Spirituality', 'Asian Literature-Indian Literature']","[152, 134, 115, 83, 82, 66, 66, 42, 33, 30]",['No awards'],4.29,8026,395,4183,2432,1048,254,109
Willow,['Julia Hoban'],Standalone,Dial Books,2009,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction']","[544, 228, 181, 114, 94]",['Florida Teens Read Nominee (2010)'],3.92,31436,2010,12289,9088,6496,2405,1158
Аз още броя дните,['Георги Бърдаров'],Standalone,Ciela,2016,"['European Literature-Bulgarian Literature', 'Historical-Historical Fiction', 'War']","[15, 7, 5]",['Хеликон Nominee (2016)'],4.49,1844,207,1262,337,164,54,27
Narrative of the Life of Frederick Douglass,['Frederick Douglass'],(The Autobiographies #1),Ingram,1845,"['Nonfiction', 'History', 'Classics', 'Biography', 'Autobiography-Memoir', 'Academic-School']","[1579, 1537, 1389, 1129, 601, 386]",['No awards'],4.03,89528,4094,36246,29473,16667,4655,2487
Tintin and the Picaros,"['Hergé', ' Leslie Lonsdale-Cooper', ' Michael      Turner']",(Tintin #23),Methuen Publishing,1976,"['Sequential Art-Comics', 'Sequential Art-Graphic Novels', 'Sequential Art-Bande Dessinée', 'Adventure', 'Fiction']","[493, 168, 102, 86, 82]",['No awards'],4.02,9631,163,3381,3530,2275,399,46
The Last Dance,['Melody Carlson'],(Carter House Girls #8),Zondervan,2010,"['Christian Fiction', 'Christian', 'Young Adult', 'Fiction', 'Romance', 'Young Adult-Teen', 'Womens Fiction-Chick Lit', 'Contemporary']","[8, 8, 7, 4, 3, 2, 2, 2]",['No awards'],4.05,541,27,214,179,116,26,6
The Fall,['Garth Nix'],(The Seventh Tower #1),Scholastic Paperbacks,2000,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens']","[546, 141, 68, 53]",['No awards'],3.81,8695,263,2336,3189,2496,538,136
